word,category
Hall Effect Current Sensor Module ACS758LCB-050B,SENSOR
ALS-PT19,SENSOR
AK8975 3-Axis Magnetometer Sensor Module,SENSOR
Industrial pH Electrode Probe,SENSOR
Infrared Break Beam Sensor,SENSOR
Infrared Flame Detection Sensor Module,SENSOR
Infrared Obstacle Avoidance Tracking Sensor Module,SENSOR
Infrared Proximity Sensor Module,SENSOR
Infrared Reflective Object Sensor Module,SENSOR
Infrared Reflective Sensor Module,SENSOR
Infrared Transmitter Sensor Module,SENSOR
InvenSense ICS-43434 MEMS Microphone,SENSOR
ADXRS620 Gyroscope Sensor Module,SENSOR
J-type thermocouple,SENSOR
JSN-SR04T Waterproof Ultrasonic Sensor,SENSOR
JSN-SR04T-2.0 Waterproof Ultrasonic Sensor,SENSOR
JSN-SR04T2.0 Waterproof Ultrasonic Sensor,SENSOR
Johnson Controls GLAS Smart Thermostat,SENSOR
ADXL362 accelerometer sensor,SENSOR
K-33E CO2 sensor module,SENSOR
AM2302,SENSOR
ITG3205 3-axis gyroscope module,SENSOR
ITG-3200 Gyroscope Sensor Module,SENSOR
ISL29125,SENSOR
Hanwei Electronics MQ135 Air Quality Sensor,SENSOR
High Sensitivity Sound Microphone Sensor Module,SENSOR
Hive Heating and Cooling Smart Thermostat,SENSOR
Honeywell ABP Series pressure sensor,SENSOR
Honeywell HIH8120 Humidity and Temperature Sensor,SENSOR
Honeywell HMC5883L Triple Axis Magnetometer,SENSOR
Honeywell HPMA115S0-XXX Particle Sensor,SENSOR
Honeywell Home RTH9585WF1004 Wi-Fi Smart Color Thermostat,SENSOR
Honeywell Home T10 Pro Smart Thermostat,SENSOR
HY-SRF05 Ultrasonic Sensor Module,SENSOR
Honeywell Home T9 Smart Thermostat,SENSOR
Honeywell Home T9 WIFI Smart Thermostat,SENSOR
Huawei Watch GT 2 Pro,SENSOR
APDS-9960,SENSOR
AM2315 sensor,SENSOR
INA219 High-Side DC Current Sensor Module,SENSOR
IR Flame Sensor Module,SENSOR
IR Infrared Obstacle Avoidance Sensor Module,SENSOR
IR Line Tracking Sensor Module,SENSOR
IR Obstacle Avoidance Sensor Module,SENSOR
APDS-9960 sensor module,SENSOR
GY-521 MPU-6050 3-Axis Gyroscope Sensor Module,SENSOR
GY-521 MPU-6050,SENSOR
GY-31,SENSOR
BNO055 9-DOF IMU Sensor Module with Gyroscope,SENSOR
Bidirectional Current Sensor Module,SENSOR
Amazfit GTR 2e,SENSOR
Alphasense CO2-B4 Carbon Dioxide Sensor,SENSOR
Allegro ACS770 current sensor,SENSOR
Allegro ACS71020 Current Sensor,SENSOR
Bosch BCC100 Connected Control Smart Phone Wi-Fi Thermostat,SENSOR
Bosch BCC100 Connected Control Smart Thermostat,SENSOR
Bosch Connected Control Smart Thermostat,SENSOR
CCS811 sensor,SENSOR
CCS811B Digital Gas Sensor,SENSOR
CJMCU-758 Hall Current Sensor,SENSOR
Adafruit VL53L0X Time of Flight Distance Sensor,SENSOR
CO2Meter RAD-0301 CO2 Sensor,SENSOR
COZIR LP Low Power CO2 Sensor,SENSOR
Capacitive Soil Moisture Sensor v1.2,SENSOR
Chanzon TCS34725 Color Sensor,SENSOR
DFROBOT Analog Capacitive Soil Moisture Sensor,SENSOR
Adafruit TSL2591 High Dynamic Range Digital Light Sensor,SENSOR
BMP388 pressure sensor,SENSOR
BMP280 Digital Barometric Pressure Sensor Module,SENSOR
BMP280 Barometric Pressure Sensor,SENSOR
BMP180 Barometric Pressure Sensor,SENSOR
BH1745NUC,SENSOR
BH1750,SENSOR
BLC series pressure sensor,SENSOR
BM1422AGMV 3-axis magnetometer sensor module,SENSOR
BMA180 Accelerometer Sensor,SENSOR
BMA250 Digital 3-Axis Accelerometer Sensor,SENSOR
BMA255 accelerometer,SENSOR
BMA280 accelerometer,SENSOR
Arboleaf Smart Scale,SENSOR
DFROBOT Analog Sound Level Meter,SENSOR
Aqara Water Leak Sensor,SENSOR
Apple Watch Series 7,SENSOR
Analog pH Sensor/Meter Kit V1.1,SENSOR
Analog Sound Sensor,SENSOR
Amphenol SGX Sensortech MICS-6814 Air Quality Sensor,SENSOR
"BME280 Temperature, Humidity and Pressure Sensor",SENSOR
Amazon Echo Flex Smart Motion Sensor,SENSOR
BME280 sensor module,SENSOR
BMM150 3-Axis Magnetometer Sensor Module,SENSOR
BMP180,SENSOR
BME280,SENSOR
DFROBOT Gravity Analog pH Sensor,SENSOR
DFRobot Analog Flex Sensor,SENSOR
DFRobot Analog pH Sensor Meter Kit,SENSOR
Adafruit Electret Microphone Amplifier,SENSOR
Adafruit APDS9960 RGB and Gesture Sensor,SENSOR
Adafruit AMG8833 IR Thermal Camera Breakout,SENSOR
Adafruit ADJD-S371-QR999 Color Sensor,SENSOR
Ecobee SmartThermostat,SENSOR
AZDelivery Sound Sensor Module,SENSOR
Electret Microphone Amplifier MAX4466,SENSOR
Emerson Sensi Smart Thermostat,SENSOR
Emerson Sensi Touch Wi-Fi Smart Thermostat,SENSOR
Adafruit Flex Sensor 2.2,SENSOR
Eve Room Indoor Air Quality Monitor,SENSOR
Fitbit Aria Air Smart Scale,SENSOR
Freescale MPL3115A2 sensor,SENSOR
GA1A12S202,SENSOR
AS7341 11-Channel Spectral Sensor,SENSOR
GP2Y0E03 Optical Distance Sensor,SENSOR
GPS,SENSOR
GSS COZIR-W CO2 Sensor,SENSOR
GY-1145,SENSOR
GY-302,SENSOR
FC-28 Soil Moisture Sensor,SENSOR
K-type thermocouple,SENSOR
Adafruit Flex Sensor 4.5,SENSOR
Adafruit I2S MEMS Microphone Breakout,SENSOR
DFRobot Capacitive Soil Moisture Sensor,SENSOR
Adafruit TCS34725 Color Sensor,SENSOR
Adafruit SoftPot Membrane Potentiometer 50mm,SENSOR
Adafruit SoftPot Membrane Potentiometer 500mm,SENSOR
DFRobot Gravity Analog Capacitive Soil Moisture Sensor,SENSOR
DFRobot Gravity pH Sensor Kit,SENSOR
DFRobot Gravity: CO2 Sensor,SENSOR
DHT11,SENSOR
DHT11 sensor,SENSOR
DYP-ME007Y Ultrasonic Sensor,SENSOR
DHT22,SENSOR
Adafruit SoftPot Membrane Potentiometer 200mm,SENSOR
Adafruit SoftPot Membrane Potentiometer 100mm,SENSOR
Adafruit STEMMA Soil Sensor,SENSOR
Adafruit RGB Color Sensor with IR filter and White LED - TCS34725,SENSOR
DHT22 AM2302 sensor,SENSOR
DHT22 sensor,SENSOR
DS18B20,SENSOR
Adafruit LSM303D 6-DoF Accelerometer and Magnetometer Sensor,SENSOR
DYP-ME007 Ultrasonic Sensor Module,SENSOR
SHT15 sensor,SENSOR
KX022 - Digital 3-Axis Accelerometer Sensor,SENSOR
GY-MAX4466,SENSOR
ADXL345 sensor,SENSOR
MaxBotix MB1000 LV-MaxSonar-EZ1 Ultrasonic Sensor,SENSOR
MaxBotix MB7066 XL-MaxSonar-WRM Ultrasonic Sensor,SENSOR
Melexis MLX90614 Infrared Temperature Sensor,SENSOR
Microphone Sound Sensor Module,SENSOR
Microwave sensor,SENSOR
Mini Infrared PIR Motion Sensor Module,SENSOR
Murata Electronics AK9750 Human Detection IR Sensor,SENSOR
MyZone MZ-3 Physical Activity Belt,SENSOR
NTC thermistor,SENSOR
ADJD-S311-CR999 RGB Color Sensor,SENSOR
NXP MPL115A2 sensor,SENSOR
NXP MPX5010DP pressure sensor,SENSOR
ACS770 Current Sensor Module,SENSOR
KY-038,SENSOR
Nest Learning Thermostat,SENSOR
Nest Temperature Sensor,SENSOR
Netatmo Smart Thermostat,SENSOR
MaxBotix LV-MaxSonar-EZ4 Ultrasonic Sensor,SENSOR
Non-invasive AC Current Sensor SCT-013-030,SENSOR
MaxBotix HRXL-MaxSonar-WRMT Ultrasonic Sensor,SENSOR
Magnelab Split-Core AC Current Sensor,SENSOR
MQ-2 gas sensor module,SENSOR
MQ-3 Alcohol Sensor,SENSOR
MQ-3 alcohol gas sensor module,SENSOR
MQ-4 Methane Gas Sensor Module,SENSOR
MQ-5 LPG Gas Sensor Module,SENSOR
MQ-6 LPG/Butane Gas Sensor Module,SENSOR
MQ-7 Carbon Monoxide Gas Sensor Module,SENSOR
MQ-8 Hydrogen Gas Sensor Module,SENSOR
MQ-9 Carbon Monoxide Gas Sensor Module,SENSOR
MQ-9 Carbon Monoxide Sensor,SENSOR
MQ135 Air Quality Sensor Module,SENSOR
MQ136 Hydrogen Sulfide Gas Sensor Module,SENSOR
MQ137 Gas Sensor Module,SENSOR
MQ138 gas sensor module,SENSOR
MQ214 Methane Gas Sensor Module,SENSOR
MS5611-01BA03 barometric pressure sensor,SENSOR
MS5803-14BA Pressure Sensor,SENSOR
MaxBotix HRXL-MaxSonar-WR Ultrasonic Sensor,SENSOR
MQ-2 Smoke and Gas Sensor,SENSOR
Non-invasive AC Current Sensor Split-Core Transformer,SENSOR
OSEPP Flex Sensor,SENSOR
ACS709 current sensor module,SENSOR
QardioBase2 WiFi Smart Scale,SENSOR
RENPHO Bluetooth Body Fat Scale,SENSOR
Radio Thermostat CT50e Smart Thermostat,SENSOR
30A ACS712 Current Sensor Module,SENSOR
200A Split-Core AC Current Sensor SCT-2000/200,SENSOR
SCD41 CO2 and Temperature/Humidity Sensor Module,SENSOR
SCT-013-000 Non-invasive AC Current Sensor,SENSOR
SCT-016 Non-invasive AC Current Sensor,SENSOR
SCd30 CO2 and Temperature/Humidity Sensor Module,SENSOR
SEN0114 Analog Water Sensor,SENSOR
SEN0161 pH Sensor V2.0,SENSOR
SEN0177 Gravity Analog pH Sensor,SENSOR
SEN0193 Soil Moisture Sensor,SENSOR
SEN0225 Grove sensor,SENSOR
SEN0321 Capacitive Soil Moisture Sensor,SENSOR
SGP30 Air Quality Sensor Module,SENSOR
QMC5883L Magnetometer Sensor Module,SENSOR
OPT3001,SENSOR
QMC5883 magnetometer sensor module,SENSOR
ACS712 Current Sensor Module,SENSOR
OSEPP pH Sensor Module,SENSOR
ACS758 Current Sensor Module,SENSOR
Omron Body Composition Monitor and Scale,SENSOR
Omron E2E-X10ME1 proximity sensor,SENSOR
Oura Ring,SENSOR
PING))) Ultrasonic Sensor,SENSOR
PIR Motion Sensor Module,SENSOR
PMS5003 Particulate Matter Sensor Module,SENSOR
PT100,SENSOR
PT1000,SENSOR
PTC thermistor,SENSOR
Phidgets Voltage Input pH Sensor,SENSOR
Phidgets pH Sensor,SENSOR
Philips Hue Motion Sensor,SENSOR
ACS714 current sensor module,SENSOR
Polar H10 Heart Rate Sensor,SENSOR
Pololu Carrier with Sharp GP2Y0D815Z0F Digital Distance Sensor,SENSOR
ACS712 20A Range Current Sensor Module,SENSOR
MPXV7002DP pressure sensor,SENSOR
Atlas Scientific pH Kit,SENSOR
MPX5050DP pressure sensor,SENSOR
LIS3DH accelerometer sensor,SENSOR
LIS3DH Accelerometer Module,SENSOR
MAG3110 3-axis magnetometer sensor board,SENSOR
MAG3110 Magnetometer Sensor,SENSOR
MAG3110 Magnetometer Sensor Board,SENSOR
LIS3DE accelerometer sensor,SENSOR
LIS2DW12 Accelerometer,SENSOR
LIS2DHTR accelerometer sensor,SENSOR
MAG3110 Magnetometer Sensor Module,SENSOR
MAX31850K,SENSOR
MAX44009,SENSOR
LIS2DH12 sensor,SENSOR
LIS2DE12 accelerometer,SENSOR
LIFX Tile Motion Sensor,SENSOR
LIF sensor,SENSOR
LIS3MDL 3-Axis Magnetometer Sensor Board,SENSOR
MAX6675,SENSOR
LIS3MDL 3-Axis Magnetometer Sensor Module,SENSOR
Lux Kono Smart Thermostat,SENSOR
LV-EZ1 Ultrasonic Sensor,SENSOR
LSM9DS1 9DOF sensor,SENSOR
"LSM9DS1 9-DOF Magnetometer, Accelerometer, and Gyroscope Sensor Module",SENSOR
LSM9DS1 9-DOF IMU Sensor Module with Gyroscope,SENSOR
LSM9DS0 9-DOF IMU Sensor Module with Gyroscope,SENSOR
MPX5700AP pressure sensor,SENSOR
LSM303DLHC - 6DOF Accelerometer and Magnetometer,SENSOR
LSM303D sensor,SENSOR
LSM303D 3D Magnetometer and Accelerometer Sensor Module,SENSOR
LSM303D,SENSOR
LPS25HB Pressure Sensor,SENSOR
LPS22HB pressure sensor,SENSOR
Lux Geo Smart Thermostat,SENSOR
LM393,SENSOR
LM35,SENSOR
LM335,SENSOR
MAX9814,SENSOR
Lennox iComfort M30 Smart Thermostat,SENSOR
MLX90614ESF-BAA IR Temperature Sensor,SENSOR
L3GD20H 3-axis Gyroscope Module,SENSOR
L3GD20 3-Axis Gyroscope Sensor Module,SENSOR
MG811 Carbon Dioxide Sensor Module,SENSOR
Kuman pH Sensor,SENSOR
MPU-6050 6DOF sensor,SENSOR
MLX90614ESF-BAA infrared temperature sensor,SENSOR
L3GD20H gyroscope sensor module,SENSOR
MPU-6050 6DOF Gyroscope and Accelerometer Module,SENSOR
MPU-9250 Module,SENSOR
MPU-9250 sensor,SENSOR
MH-Z14A NDIR CO2 Sensor,SENSOR
MMA8452Q sensor,SENSOR
LDR,SENSOR
MG811 Carbon Dioxide Gas Sensor Module,SENSOR
MPU-6050 6DOF Gyroscope and Accelerometer Sensor Module,SENSOR
MPX10DP Pressure Sensors,SENSOR
Keyestudio Infrared Remote Control Sensor Module,SENSOR
ADXL345 Digital Accelerometer Module,SENSOR
MCP9808,SENSOR
MPX2010DP Pressure Sensor,SENSOR
MB1020 LV-MaxSonar-EZ Ultrasonic Sensor,SENSOR
MLX90614,SENSOR
Kuman TCS230 TCS3200 Color Sensor Module,SENSOR
MMA8452Q Digital Triaxial Accelerometer,SENSOR
MPX4250AP pressure sensor,SENSOR
MH-Z19 Infrared CO2 Sensor,SENSOR
MAXBOTIX HRLV-MaxSonar-EZ Ultrasonic Sensor,SENSOR
perpare,SERVICE
Adjust,SERVICE
vacuum,SERVICE
picks,SERVICE
placed,SERVICE
pours,SERVICE
pop up,SERVICE
picks up,SERVICE
pick up,SERVICE
vaccums,SERVICE
locks,SERVICE
preheat,SERVICE
track,SERVICE
raise,SERVICE
linked,SERVICE
puts,SERVICE
put out,SERVICE
put,SERVICE
list,SERVICE
listen,SERVICE
provide,SERVICE
locate,SERVICE
protect,SERVICE
project,SERVICE
produce,SERVICE
test,SERVICE
prevents,SERVICE
prevent,SERVICE
lists,SERVICE
prepeare,SERVICE
prepare,SERVICE
preheats,SERVICE
projected,SERVICE
press,SERVICE
optimized,SERVICE
paid,SERVICE
warm,SERVICE
monitored,SERVICE
warn,SERVICE
tilt,SERVICE
wash,SERVICE
monitor,SERVICE
washes,SERVICE
mix,SERVICE
watch,SERVICE
walk,SERVICE
wired,SERVICE
masks,SERVICE
manage,SERVICE
maintains,SERVICE
maintain,SERVICE
lock up,SERVICE
throw,SERVICE
lower,SERVICE
look,SERVICE
work,SERVICE
measures,SERVICE
wakes/turns on,SERVICE
wakes up,SERVICE
wake,SERVICE
organizes,SERVICE
verify,SERVICE
"organize, fill and arrange",SERVICE
log,SERVICE
operated,SERVICE
operate,SERVICE
opens and closes,SERVICE
opens,SERVICE
open and close,SERVICE
open,SERVICE
observe,SERVICE
notify,SERVICE
notifies,SERVICE
notes,SERVICE
needed,SERVICE
need,SERVICE
mow,SERVICE
temperature,SERVICE
move,SERVICE
view,SERVICE
monitors,SERVICE
pays,SERVICE
moves,SERVICE
tracks,SERVICE
react,SERVICE
turn off and on,SERVICE
sound,SERVICE
sort,SERVICE
soak,SERVICE
tell,SERVICE
turns off,SERVICE
silence,SERVICE
signals,SERVICE
signal,SERVICE
shutters,SERVICE
shuts off,SERVICE
shuts,SERVICE
shut off,SERVICE
shut down,SERVICE
shut,SERVICE
shows,SERVICE
show,SERVICE
shoots,SERVICE
shift,SERVICE
turns on,SERVICE
shake,SERVICE
set up,SERVICE
set,SERVICE
sent,SERVICE
understand,SERVICE
start,SERVICE
start up,SERVICE
starts,SERVICE
stay,SERVICE
link,SERVICE
talk,SERVICE
turn on,SERVICE
turn on and off,SERVICE
turn on/off,SERVICE
take,SERVICE
turned on,SERVICE
turned on and set,SERVICE
turn off/on,SERVICE
turning on,SERVICE
turns,SERVICE
synced,SERVICE
sensing,SERVICE
sync,SERVICE
switches,SERVICE
switch on,SERVICE
switch off,SERVICE
sweeps,SERVICE
surveillance,SERVICE
suggests,SERVICE
suggest,SERVICE
sucks up,SERVICE
straightens up,SERVICE
stove,SERVICE
store,SERVICE
stop,SERVICE
switches off,SERVICE
senses,SERVICE
sense and shut off,SERVICE
turn off,SERVICE
remote,SERVICE
remind,SERVICE
remembers,SERVICE
remember,SERVICE
remain,SERVICE
tunes,SERVICE
update,SERVICE
regulates,SERVICE
upload,SERVICE
regulate,SERVICE
refills,SERVICE
refilled,SERVICE
replenishes,SERVICE
refill,SERVICE
records,SERVICE
record,SERVICE
recommend,SERVICE
recognizes,SERVICE
tells,SERVICE
recognize,SERVICE
recieve,SERVICE
receive,SERVICE
realize,SERVICE
tracking,SERVICE
reads,SERVICE
read,SERVICE
recycling,SERVICE
raises,SERVICE
report,SERVICE
reprimand,SERVICE
sense and inform,SERVICE
sense,SERVICE
turn down,SERVICE
turn,SERVICE
send,SERVICE
self sprays,SERVICE
self regulate,SERVICE
see,SERVICE
secured,SERVICE
secure,SERVICE
"search, and download",SERVICE
screen,SERVICE
reports,SERVICE
scans,SERVICE
save,SERVICE
sanitized,SERVICE
sanitize,SERVICE
runs,SERVICE
run,SERVICE
rings,SERVICE
ring,SERVICE
return,SERVICE
restrict,SERVICE
responds,SERVICE
respond,SERVICE
resist,SERVICE
scan,SERVICE
sends,SERVICE
conserve,SERVICE
buzz,SERVICE
cleans,SERVICE
clean and sanitize,SERVICE
clean and refill,SERVICE
clean,SERVICE
choose,SERVICE
check,SERVICE
chase,SERVICE
charge,SERVICE
cleans up,SERVICE
changes,SERVICE
catalog,SERVICE
cast,SERVICE
capture,SERVICE
call,SERVICE
calculates,SERVICE
calculate,SERVICE
limit,SERVICE
bulbs,SERVICE
change,SERVICE
built,SERVICE
"cleans, dries and folds",SERVICE
closes,SERVICE
cover,SERVICE
counts,SERVICE
cools down,SERVICE
cool down,SERVICE
cool,SERVICE
cook,SERVICE
convert,SERVICE
controls,SERVICE
close,SERVICE
controlled,SERVICE
continue,SERVICE
contact,SERVICE
connects,SERVICE
connect,SERVICE
conditioning,SERVICE
communicates,SERVICE
collect,SERVICE
closes and locks,SERVICE
control,SERVICE
broadcast,SERVICE
brewed,SERVICE
brew,SERVICE
analyses,SERVICE
allows,SERVICE
allot,SERVICE
alerts,SERVICE
alert,SERVICE
alarm,SERVICE
advise,SERVICE
adjusts,SERVICE
analyze,SERVICE
adjusted,SERVICE
acts,SERVICE
activates,SERVICE
activated,SERVICE
activate,SERVICE
act,SERVICE
accepts,SERVICE
absorb,SERVICE
Switch on,SERVICE
adjust,SERVICE
analyze and recommend,SERVICE
appear,SERVICE
archive,SERVICE
break,SERVICE
block out,SERVICE
block off,SERVICE
blink,SERVICE
begins,SERVICE
begin,SERVICE
beeps,SERVICE
become,SERVICE
bases,SERVICE
barks,SERVICE
automates,SERVICE
automated,SERVICE
autoclean,SERVICE
attend,SERVICE
attached,SERVICE
assesses,SERVICE
assess,SERVICE
asks,SERVICE
arm,SERVICE
create,SERVICE
cut,SERVICE
zaps,SERVICE
cuts,SERVICE
hooks,SERVICE
hold,SERVICE
hide,SERVICE
help,SERVICE
heats up,SERVICE
heats,SERVICE
heated,SERVICE
identify,SERVICE
heat up,SERVICE
hear,SERVICE
light up,SERVICE
greet,SERVICE
Automated,SERVICE
grab,SERVICE
google,SERVICE
glows,SERVICE
heat,SERVICE
increase,SERVICE
indicate,SERVICE
inform,SERVICE
left,SERVICE
led,SERVICE
cut off,SERVICE
leave/enter,SERVICE
leave,SERVICE
learns and remembers,SERVICE
learns,SERVICE
learn,SERVICE
knows,SERVICE
know,SERVICE
kick,SERVICE
keeps,SERVICE
jerks,SERVICE
interface,SERVICE
interact,SERVICE
integrates,SERVICE
informs,SERVICE
give,SERVICE
gathers up,SERVICE
grant,SERVICE
flushes,SERVICE
gather,SERVICE
dryer,SERVICE
drives,SERVICE
drink,SERVICE
drains,SERVICE
displays,SERVICE
display,SERVICE
dispensed,SERVICE
dispense,SERVICE
disable,SERVICE
dim,SERVICE
determine,SERVICE
detects,SERVICE
detecting,SERVICE
detect,SERVICE
define,SERVICE
defaults,SERVICE
decrease,SERVICE
darken,SERVICE
eliminates,SERVICE
emit,SERVICE
light,SERVICE
find,SERVICE
features,SERVICE
flush,SERVICE
feed,SERVICE
fill,SERVICE
fills,SERVICE
filter,SERVICE
equipped with,SERVICE
fluctuates,SERVICE
Swann Security Camera System,SMART_CAMERA
Nest Hello,SMART_CAMERA
Netatmo Smart Video Doorbell,SMART_CAMERA
Netgear Arlo Q,SMART_CAMERA
Samsung Family Hub Refrigerator,SMART_CAMERA
Lorex 4K Nocturnal IP Camera,SMART_CAMERA
Logitech Circle 2,SMART_CAMERA
Wyze Cam Pan,SMART_CAMERA
LG InstaView ThinQ,SMART_CAMERA
Kangaroo Doorbell Camera,SMART_CAMERA
EZVIZ DB1 Wi-Fi Video Doorbell,SMART_CAMERA
Zmodo Greet Pro,SMART_CAMERA
Ring Video Doorbell 3 Plus,SMART_CAMERA
Ring Stick Up Cam Battery,SMART_CAMERA
RemoBell S,SMART_CAMERA
Google Nest Cam IQ Outdoor,SMART_CAMERA
TP-Link Kasa Spot KC100,SMART_CAMERA
Eufy Security Video Doorbell,SMART_CAMERA
August View Doorbell Camera,SMART_CAMERA
Arlo Pro 3,SMART_CAMERA
camera,SMART_CAMERA
D-Link Full HD Wi-Fi Camera,SMART_CAMERA
Arlo Video Doorbell,SMART_CAMERA
Blink Indoor Camera,SMART_CAMERA
Avery Dennison AD-383r6 RFID Tag,TAG
Omni-ID Flex 600 RFID Tag,TAG
AiRISTA Flow Wi-Fi Tags,TAG
Alien Technology ALN-9640 Squiggle RFID Tag,TAG
Alien Technology Squiggle NFC Tag,TAG
NXP MIFARE Classic RFID Tag,TAG
NXP MIFARE Classic 1K NFC Tag,TAG
NTAG 213 NFC Tag,TAG
Matica magnetic stripe cards,TAG
Magicard Magnetic Stripe Cards,TAG
Smart ID Dynamics Magnetic Stripe Cards,TAG
Smartrac Circus Tamper Loop RFID Tag,TAG
Solar Powered LoRa GPS Tracker,TAG
Sonitor Wi-Fi tags,TAG
Sony FeliCa RC-S380 NFC Tag,TAG
NBS Technologies Magnetic Stripe Cards,TAG
Piccolo ATMS GPS Tracker,TAG
AeroScout Wi-Fi Tags,TAG
Polarbeacon Ultrasonic Beacon Tag,TAG
SMARTRAC DogBone NFC Tag,TAG
Confidex Ironside UHF RFID tag,TAG
SRF-U-02 Ultrasonic Sensor Tag by Sonarax,TAG
Rfid,TAG
CenTrak Wi-Fi Tags,TAG
ReachFar Rf-v26 Solar Power Waterproof Gps Tracker,TAG
STMicroelectronics M24LR16E-R NFC Tag,TAG
Piccolo ATX GPS Tracker,TAG
RFID reader,TAG
RF Code Wi-Fi tags,TAG
RAK5010 NB-IoT Bluetooth & LTE-M Bluetooth Tracker,TAG
RACOON Ultrasonic Beacon Tag,TAG
QR code tags,TAG
QR code,TAG
Pozyx Ultrasonic Anchor Tag,TAG
Portable Tag BLE5.1 iBeacon,TAG
RFID,TAG
Spytec GPS GL300 GPS Tracker,TAG
M5Stack Ultrasonic Distance Tag,TAG
Bluetooth Tag,TAG
barcode tag,TAG
Gf07 Magnetic Mini Car GPS Tracker,TAG
barcode,TAG
tag,TAG
GAO RFID NFC Tag,TAG
Evolis Magnetic Stripe Cards,TAG
ZXP Series 7 magnetic stripe cards,TAG
Zebra Silverline RFID Tag,TAG
Zebra Wi-Fi tags,TAG
Zebra magnetic stripe card,TAG
Ekahau Wi-Fi Tags,TAG
Amcrest GPS Tracker,TAG
Datacard Magnetic Stripe Cards,TAG
Acconeer XM132 Ultrasonic Sensor Tag,TAG
Dialog Bluetooth 5.1 Beacon,TAG
HID Global magnetic stripe card,TAG
Ultrasonic Smart Tag by iTraq,TAG
Ultrack Ultrasonic Vehicle Tracker Tag,TAG
Ubisense Wi-Fi Tags,TAG
bluetooth tracker,TAG
bluetooth tag,TAG
LightWare SF23/B Ultrasonic Rangefinder Tag,TAG
LandAirSea 54 GPS Tracker,TAG
bluetooth beacon,TAG
Tageos EOS-400 RFID Tag,TAG
Bluetooth Low Energy Beacon,TAG
Super Mini Size Gps Tracker Gsm Agps Wifi Lbs Locator,TAG
Blueberry iMOTION Ultrasonic Positioning Tag,TAG
Invengo Inlays NFC Tag,TAG
Tracki GPS Tracker,TAG
Impinj Monza X-2K RFID Tag,TAG
Identiv NFC Tag,TAG
UPM Raflatac DogBone RFID Tag,TAG
IDP Magnetic Stripe Cards,TAG
IDENTEC SOLUTIONS Wi-Fi Tags,TAG
Texas Instruments Tag-it HF-I Plus NFC Tag,TAG
Decawave Wi-Fi tags,TAG
